,movieID,num_ratings
3537,17494,10851
771,563,10847
6145,12347,10846
2788,919,10835
1676,564,10826
3200,12667,10820
5836,1925,10804
4562,10055,10796
104,12549,10794
6506,6697,10792
4,12011,10779
934,4881,10773
2627,11829,10758
1191,12188,10750
1913,11722,10741
5949,18,10723
4549,4752,10691
2287,9080,10687
1779,8105,10685
2931,8014,10675
1668,15627,10673
448,12986,10672
6159,11909,10668
6484,9229,10664
1814,6302,10626
1925,12798,10618
380,17395,10613
838,9037,10613
5278,1969,10607
3653,275,10604
5645,2640,10586
2860,7125,10553
6344,4876,10553
1712,6868,10546
7077,9991,10521
6939,15177,10516
2370,17335,10511
81,6500,10510
3769,3225,10502
4629,4790,10489
7165,4127,10488
926,11254,10476
698,3725,10471
5155,9702,10446
2265,9241,10442
7621,13100,10440
7068,8325,10438
4590,15677,10390
5138,13941,10386
6639,5957,10378
4757,8545,10372
3442,5245,10356
3437,10890,10326
1020,9392,10326
3674,8827,10326
5368,3826,10298
5268,1955,10288
6052,11464,10257
6784,4867,10254
7573,12593,10252
6516,6872,10246
1201,15803,10244
1022,4339,10227
7469,9548,10202
3472,1792,10158
2798,15455,10152
7051,16641,10140
3591,7718,10105
1261,7221,10091
4775,7892,10065
2708,15858,10060
6897,14731,10049
2096,17491,10047
2127,5650,10044
7158,433,10044
710,13244,10035
6996,14254,10030
6088,9954,10014
1524,3441,9996
1235,9224,9983
2379,12517,9959
1418,8728,9938
6255,11262,9923
5808,10155,9916
2619,11183,9910
7381,5415,9898
430,12945,9895
5500,5462,9882
2207,17081,9863
2455,13409,9857
5840,4685,9838
3691,4012,9828
3417,2528,9827
2530,11752,9818
5736,13605,9809
1335,14842,9806
6113,8337,9789
4145,10094,9780
6242,15945,9776
5075,4781,9773
4809,5277,9748
1217,599,9747
7444,10970,9746
2831,10505,9739
6647,5016,9733
341,2149,9726
7508,11850,9714
3818,9654,9707
1932,7395,9700
225,14528,9696
1367,14671,9696
4801,3835,9692
5618,1163,9662
553,10413,9658
7685,5560,9656
6883,15375,9654
6652,1502,9651
4065,5856,9649
1990,6775,9642
5516,10053,9633
3151,16366,9611
5031,13565,9603
1731,15829,9583
2556,14825,9572
4134,12867,9565
3918,16209,9548
1688,6667,9547
4044,7072,9546
3837,7645,9545
7493,6486,9536
1369,1532,9522
7296,4496,9520
7502,14096,9518
6890,9774,9514
1610,1336,9495
3506,11754,9495
7132,15200,9492
4348,16220,9488
2791,7910,9486
5048,2332,9467
6998,4721,9452
4929,8569,9447
216,12171,9445
559,166,9436
353,2161,9436
3293,3226,9433
132,11929,9418
7435,15820,9414
2246,15132,9410
4644,2478,9408
2389,12926,9400
3319,9131,9396
7189,9359,9393
5848,6910,9392
6475,8679,9392
6017,2380,9373
5844,385,9369
1168,6664,9357
6176,4492,9354
1295,9740,9344
6928,2379,9331
634,760,9313
675,14265,9312
5104,8178,9309
6156,17559,9290
1658,1646,9280
1998,9320,9272
3574,3224,9270
1957,12773,9269
4561,6637,9243
2381,14166,9240
1570,16931,9233
6832,10423,9226
1868,5970,9211
6666,152,9163
895,167,9152
7570,7820,9150
2940,13420,9142
6596,3513,9125
7419,6849,9120
6917,7942,9119
2166,16412,9117
5196,13772,9115
4568,15893,9113
6499,3923,9104
5937,6327,9096
7073,17563,9089
6725,14325,9082
4010,9856,9080
1525,15223,9077
6602,12378,9067
2918,1971,9064
6664,13648,9063
7657,13458,9051
2533,3342,9046
5432,13002,9043
220,8101,9039
3623,16359,9037
1010,4852,9023
4235,14027,9023
4351,6027,9016
4551,14541,9000
539,13481,8999
5084,2482,8981
653,11651,8970
3285,3232,8964
1826,14074,8962
2787,5861,8951
7053,7980,8938
4343,2533,8932
3213,12115,8926
6373,11062,8926
6900,11891,8913
3751,10503,8910
6231,12970,8907
1337,7180,8903
1749,16307,8890
6847,14862,8882
1200,11495,8872
1900,6262,8871
7107,4331,8869
7487,11313,8866
5909,13845,8860
1205,1862,8856
6153,6454,8851
56,7391,8849
4651,9505,8845
7211,10622,8844
2852,7864,8828
3852,6942,8822
2348,1543,8818
5228,6237,8807
2049,9136,8806
982,14472,8802
4742,4380,8798
425,5587,8797
382,2940,8792
1046,8259,8779
136,14716,8769
3460,12077,8749
2204,8837,8749
6922,11846,8743
6935,8898,8742
1663,17756,8736
4525,11820,8725
2089,5042,8722
2646,14212,8717
6492,8123,8711
193,16840,8697
2835,689,8695
5846,9389,8688
5718,645,8686
5462,16634,8686
1242,14513,8684
5997,1104,8663
3713,12894,8662
2234,4995,8655
7204,17603,8652
3385,14376,8639
3553,5906,8635
2876,7131,8622
3809,3379,8612
2463,1743,8589
1784,3736,8583
5667,9729,8579
4705,7064,8565
2217,13594,8564
1011,15787,8560
6345,621,8553
361,9746,8552
1433,10173,8542
5664,4225,8542
3891,4628,8520
4475,10243,8518
2187,17724,8517
5939,14723,8506
2205,8189,8475
4238,13990,8470
2669,16439,8458
1154,10748,8456
4401,10848,8443
1104,4517,8441
5695,11172,8440
4101,7270,8422
2703,17097,8409
1773,5435,8384
614,833,8379
6673,2037,8359
454,7435,8343
7166,14334,8320
7490,11844,8319
7597,7149,8315
7102,631,8300
2675,13227,8293
6133,10222,8290
1459,7343,8259
4191,2876,8253
4425,15529,8253
6350,9611,8245
5502,3013,8240
6718,7371,8239
6338,6085,8235
4826,9459,8217
7270,6524,8204
2129,15443,8202
6111,7762,8199
5477,5847,8196
7620,8246,8186
6712,378,8186
4518,3571,8183
6839,156,8180
5229,1558,8171
2986,17681,8165
2550,9690,8159
6468,10988,8144
7680,1060,8136
7656,12975,8115
4259,2916,8105
1944,2574,8093
6042,3935,8092
1793,954,8090
4435,8544,8086
1837,8313,8084
7557,3515,8071
6313,15774,8070
4687,7070,8061
466,7347,8060
5798,1771,8043
2746,15125,8031
7019,8641,8028
4805,1011,8028
6447,14091,8019
5967,2182,8013
7147,2595,8009
5161,12322,8006
284,12158,8001
1263,3047,7983
1681,16460,7979
5533,10721,7971
2782,2698,7966
3112,11192,7937
7378,1673,7926
6706,15007,7918
1151,1123,7918
365,17578,7913
247,3082,7902
3556,17245,7896
5455,16146,7883
2794,9097,7873
4304,2043,7872
5466,2899,7864
1627,12376,7861
903,6927,7858
6135,5149,7852
6670,11739,7847
1007,1094,7841
3874,6003,7830
4358,9472,7820
275,9578,7804
6851,16913,7801
39,7434,7801
6598,5162,7795
6130,3510,7789
7283,14652,7777
3396,8011,7776
6085,12145,7774
4916,2078,7772
5722,12255,7764
266,548,7740
471,14475,7736
7196,7404,7711
2564,9733,7698
6216,9175,7695
2018,1026,7689
5509,1176,7677
4228,10527,7668
3840,3423,7657
2120,4214,7644
2047,674,7638
4138,15846,7629
646,11123,7627
1014,10827,7625
2485,3801,7619
1582,17385,7584
3483,1976,7558
6947,13248,7547
4477,9712,7545
4635,13561,7543
3951,4816,7539
4873,445,7535
537,3862,7533
4614,1819,7527
5841,12781,7526
4332,1012,7498
2532,9109,7492
929,17625,7484
5716,6234,7481
1743,14504,7479
501,1708,7461
7054,1329,7457
953,13319,7455
32,13327,7422
6294,16241,7414
5697,4386,7402
1555,6263,7400
6477,225,7396
4167,6609,7383
2554,11949,7380
335,8316,7376
7653,15968,7365
3053,13829,7358
315,11848,7337
2040,14167,7336
1506,3858,7334
830,14072,7328
1008,6923,7323
4822,3174,7313
5769,4147,7300
1977,12997,7300
2084,1224,7290
2523,5041,7279
4284,8552,7279
7195,8051,7275
3421,459,7272
3529,12261,7255
5226,16030,7241
4811,2518,7240
7319,5617,7220
7233,15969,7217
1758,16461,7214
1811,10560,7213
7406,6120,7206
3968,14634,7196
3269,16171,7195
3236,1633,7195
4910,8541,7193
2270,14210,7184
5977,14253,7175
7643,16291,7174
2806,2897,7173
1920,14882,7170
214,11478,7160
5050,10736,7155
4498,11161,7137
5302,4144,7133
2359,16995,7133
2727,8160,7132
742,11485,7127
1950,405,7122
5671,8437,7116
7489,10582,7104
4001,696,7095
5974,8493,7088
2706,5493,7078
2041,4374,7071
5170,12336,7066
2402,1972,7037
2487,4820,7032
5235,14155,7032
3250,13974,7027
3438,17127,7027
2139,9095,7022
7371,5367,7020
4471,2900,7014
6346,14654,7012
663,953,7001
7184,4669,6990
6431,3506,6990
5511,17714,6987
2740,8174,6983
2529,7130,6981
961,17147,6974
4902,13388,6966
244,10955,6959
4114,13211,6952
288,11479,6942
1041,6512,6940
7467,10019,6936
5053,6632,6934
1025,7630,6927
6381,11937,6924
3632,3740,6919
3575,12329,6917
3471,7485,6910
6527,1853,6910
1387,3331,6895
2728,7253,6889
3490,11740,6877
2044,2705,6875
2225,7293,6872
3956,14146,6867
5807,10633,6865
4072,14973,6865
6398,4533,6858
4966,6418,6850
5959,17216,6847
1842,17555,6847
4720,17539,6830
938,9355,6825
7614,4454,6820
6030,12810,6818
106,7636,6809
129,15597,6809
4188,9089,6803
3352,11030,6799
4534,10294,6797
6171,11935,6797
620,11679,6795
1512,10830,6784
5139,12487,6781
6849,8293,6778
3475,13382,6775
1958,6706,6766
1171,17769,6750
5131,11401,6745
6197,17411,6740
4227,734,6716
1650,9959,6709
2480,17135,6709
5561,6180,6706
2989,3192,6698
4090,3758,6696
916,11526,6691
3675,8199,6691
3759,10271,6667
7555,7773,6663
7637,381,6661
3714,15137,6657
473,10613,6648
3715,14229,6646
2996,8945,6645
6840,10345,6630
4299,7885,6627
3133,15647,6625
542,17181,6625
5845,6904,6606
7226,13459,6606
1448,7355,6602
1833,1479,6600
2668,8613,6599
5333,17112,6592
2978,14377,6580
2859,9108,6579
3734,16199,6572
2259,517,6568
3168,12869,6565
863,11042,6550
2271,15481,6548
3094,16616,6548
4789,6959,6515
1585,3496,6515
6955,2423,6514
4317,12085,6511
6910,13738,6509
2962,15055,6509
1402,15786,6505
5856,10425,6502
4674,16182,6498
517,5220,6493
7344,17549,6493
5938,9014,6488
2012,5254,6476
5428,14194,6450
6002,15171,6446
3683,3796,6443
1993,8980,6441
6825,2033,6435
508,9432,6434
2397,5296,6420
7169,12745,6418
192,17586,6413
5347,4634,6410
871,5751,6403
2115,9042,6401
2334,3397,6386
3466,7308,6385
2064,13634,6363
3234,5455,6360
3056,14820,6358
3096,5118,6351
6752,17614,6329
5210,7854,6321
1146,14248,6317
5955,5612,6310
4927,9677,6309
957,6072,6302
5656,4557,6295
839,11678,6284
1482,1068,6283
3192,6174,6281
6737,15991,6270
7676,16534,6264
5564,10084,6248
5357,2251,6248
6694,8903,6236
4924,14154,6228
4936,16970,6228
5600,6630,6225
336,992,6211
4849,1001,6205
5391,1200,6192
82,171,6191
514,6729,6191
7331,9005,6184
1706,10944,6183
3366,7493,6177
4470,14804,6175
4047,11604,6164
7119,6254,6161
3948,14393,6160
4735,11969,6152
2037,1783,6151
1790,9780,6146
4815,3160,6145
5103,524,6137
3107,1395,6131
2273,9916,6128
3507,12275,6125
7307,9987,6124
4664,535,6111
536,15966,6111
7529,6451,6099
7486,1100,6085
2614,13964,6083
7214,3886,6073
7592,14653,6071
5320,11213,6067
6944,16318,6064
585,1250,6058
6545,13270,6054
3612,7917,6053
1592,7814,6050
447,3135,6049
1738,6666,6036
1956,4677,6016
6970,2386,6014
1141,11442,6012
6761,9364,6006
3570,3542,6004
167,5141,6004
3672,15862,5991
4390,8752,5984
7629,1262,5982
2573,4565,5980
3211,14564,5979
4095,10724,5972
4948,6587,5966
7517,14727,5954
3323,12277,5946
927,7436,5932
4222,15477,5930
6797,17402,5927
1732,3093,5923
5587,533,5916
5385,16768,5910
7328,4247,5910
4294,2731,5892
5991,554,5891
7347,16864,5891
2815,5652,5890
375,825,5873
5948,13702,5871
6619,26,5862
3670,1816,5858
1003,12942,5854
714,8857,5849
7587,11918,5842
7198,1075,5830
3717,7533,5827
7408,4904,5819
1365,9146,5815
596,5963,5811
5801,9410,5799
4589,1602,5798
3847,499,5789
2910,1959,5788
1568,2944,5783
5156,16622,5769
2769,12110,5767
3354,15901,5764
2666,1151,5757
879,17341,5754
5062,12860,5754
578,3453,5750
6776,17628,5747
2881,9134,5743
163,16883,5737
1164,13269,5722
6736,2235,5709
4016,7728,5707
224,3054,5696
3464,6016,5689
5166,6357,5675
7316,15410,5671
1565,3469,5658
673,2188,5657
305,4289,5656
1096,8463,5654
7380,12169,5644
6770,14335,5640
621,8328,5638
4609,6810,5634
1595,13726,5634
6695,2590,5630
6720,4888,5626
2946,2505,5622
5410,12526,5620
2645,12677,5618
1371,12228,5607
2735,3021,5590
7334,10554,5585
3009,15257,5584
6161,14865,5579
6732,17638,5571
2792,2868,5570
3359,1790,5562
5323,17104,5555
5510,268,5546
6523,7588,5544
841,15378,5539
5303,14431,5538
6265,12743,5537
3757,15309,5529
7182,5577,5524
6565,6641,5524
4745,13824,5522
1762,10038,5521
231,4049,5519
264,8699,5515
3443,12739,5512
3292,15444,5503
2060,2711,5499
6733,422,5499
2318,9731,5493
446,13326,5488
1425,14473,5474
3209,10702,5471
4821,14408,5468
6453,16862,5450
6518,10962,5449
3498,7650,5438
685,2375,5436
3454,9331,5436
1130,13916,5421
6057,4069,5415
298,4060,5404
2471,8773,5401
204,9545,5394
996,9351,5384
4206,14796,5380
3268,2104,5378
2651,6616,5376
3104,3582,5376
3406,9469,5372
882,1245,5363
4015,10254,5361
4253,5658,5354
2749,12892,5353
3308,3391,5350
2090,13813,5347
5492,12678,5342
3195,17079,5338
2384,6204,5335
6502,6683,5334
5445,7705,5327
560,12562,5319
3559,5899,5295
5412,17338,5291
2574,12307,5287
5535,16350,5285
1519,15974,5268
6480,13517,5254
2138,11802,5253
2382,10300,5253
4194,4591,5247
7362,13934,5247
1129,9966,5245
6238,390,5243
965,11250,5238
1210,15802,5237
1711,15814,5233
161,11652,5233
7554,9986,5231
299,6677,5223
6858,5947,5218
828,10214,5214
3125,11347,5212
3338,4429,5211
1144,5351,5207
7513,2804,5205
3226,7524,5204
2632,3593,5198
272,8666,5194
4925,5059,5193
6716,13304,5190
5515,240,5185
6636,16903,5181
5551,6816,5180
5190,4568,5175
3696,10073,5175
4105,5467,5166
2587,2882,5164
6044,1844,5162
5017,11366,5160
369,11096,5151
1407,11292,5148
4244,52,5148
4178,15885,5147
638,2177,5144
905,10189,5142
5562,1837,5135
3277,2662,5134
5660,725,5133
5227,652,5130
697,14259,5125
6769,3649,5119
4140,5499,5110
1177,10012,5109
4509,2109,5107
4505,5672,5106
752,15634,5103
2679,1804,5099
4557,10041,5097
6243,14483,5093
7069,11674,5092
5799,15039,5083
5867,8518,5079
5968,11840,5070
4686,17263,5066
3117,11804,5060
1445,4890,5054
4665,253,5051
3148,6161,5045
5096,8839,5044
3138,11435,5040
1698,11496,5039
6580,16687,5039
722,12833,5038
7186,10608,5031
2977,9440,5026
744,1866,5020
1948,4663,5018
2752,9524,5008
6314,3102,4994
1016,8098,4983
1931,16298,4982
7395,1129,4978
6402,16889,4977
5995,232,4977
7607,17428,4976
5479,16185,4972
3404,5253,4971
1730,10951,4969
3160,11384,4967
5292,4636,4964
1911,17435,4963
1284,16847,4949
1119,2199,4948
4838,2256,4946
3813,2701,4935
622,9988,4934
3858,10846,4928
4970,5105,4927
2194,17730,4915
2058,3369,4913
4193,907,4901
3907,12721,4900
5653,16153,4899
1971,3124,4894
2258,10704,4889
6011,8861,4886
3312,16944,4881
2690,10935,4865
3239,7242,4864
1089,12349,4863
5797,17113,4858
6848,817,4851
4513,78,4851
964,1043,4848
3833,894,4845
6120,3276,4845
6811,8536,4841
4800,12086,4835
2028,489,4827
6650,8254,4824
691,8880,4819
3405,11226,4817
6766,6731,4816
1398,10198,4815
5954,3505,4813
114,16908,4799
5298,10125,4798
3283,12459,4791
7179,7360,4790
491,16260,4788
2933,1756,4786
3758,12466,4784
2369,8215,4783
3210,4777,4778
1269,7547,4774
7370,2408,4770
4002,682,4767
279,5342,4766
1222,3084,4765
2038,11590,4763
379,7186,4761
2126,5644,4755
7318,15404,4754
2566,16175,4745
5056,8192,4739
2478,1757,4730
2424,2512,4725
1929,15949,4721
